,BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
5333,21-152125,CC VALLEE DE L'HOMME,20004116800010,,,FRI11,28 Avenue de la Forge,24620,Les Eyzies,,(+33) 5-53-51-70-70,,,contact@cc-vh.fr,https://www.cc-valleedelhomme.fr/,http://marchespublics.dordogne.fr,,,,,False,True,,False,True
5334,21-152126,Siredom,20007783200018,,Service Marchés Publics,FR104,63 rue du Bois Chaland,91090,Lisses,,(+33) 1-69-74-23-50,,,marchespublics@siredom.com,https://siredom.com,https://siredom.e-marchespublics.com,,,,,False,True,,False,True
5335,21-152128,CAF de la Réunion,None,,MME FLORENCE CELESTE,FRY40,412 RUE DU FLEUR DE JADE - CS 61038,97833,Ste marie de la reunion,,,,,florence.celeste@cafreunion.cnafmail.fr,http://www.caf.fr/,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,https://meoss.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_uWLmRm3vCf,https://meoss.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_uWLmRm3vCf&v=1&selected=0,,False,True,,False,True
5336,21-152129,SIAAP,None,,,FR101,2 rue Jules César,75012,Paris,,(+33) 1-44-75-44-33,,,nicolas.sasu@siaap.fr,https://www.siaap.fr,https://marches-publics.siaap.fr,,,,,False,True,,False,True
5337,21-152130,Ville de Noirmoutier,None,Carine LECOMPTE,,,Place de l'Hôtel de Ville,85330,Noirmoutier,,,,,direction.eco@ville-noirmoutier.fr,,http://www.marches-securises.fr,,,,,False,False,,False,False
5338,21-152131,Préfecture de la Loire,None,"M. GAGNAIRE Muriel, SGC42",,,16 PLACE JEAN JAURES,42000,Saint etienne,,04-77-48-45-85,,,,,,,,,,False,False,,False,False
5339,21-152132,UNIVERSITE GUSTAVE EIFFEL,None,Djerroud Mohand,,,Campus de Marne la Vallée5 bd Descarteschamps sur marne,77454,Marne la Vallée cedex 2,,,,,,http://www.univ-gustave-eiffel.fr,,,,,,False,False,,False,False
5340,21-152134,CAF de la Loire,None,,,FRK25,Caisse d'Allocations familiales de la Loire - CS 70813 - 55 rue de la Montat,42952,SAINT-ETIENNE,,(+33) 6-24-16-40-52,,,pole-achats-contrats-marches.cafloire@caf.cnafmail.fr,http://www.caf.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_PaWRvXhn34,https://meoss.achatpublic.com/accueil/,,False,True,,False,True
5341,21-152135,Ville d'Arcachon,None, Pole de la Commande Publique,,,"1, place Lucien de Gracia",33311,ARCACHON Cedex,,05-57-72-71-59,,05-57-52-18-01,marches-publics@ville-arcachon.fr,http://arcachon.e-marchespublics.com,http://arcachon.e-marchespublics.com,,,,,False,False,,False,False
5342,21-152136,GRAND PARIS SEINE ET OISE,None,,,FR103,Rue des chevries,78410,Aubergenville,,,,,commandepublique@gpseo.fr,http://Gpseo.fr,,,https://marches.maximilien.fr/?page=Entreprise.EntrepriseAdvancedSearch&AllCons&id=799215&orgAcronyme=f8y,https://marches.maximilien.fr/?page=Entreprise.EntrepriseAdvancedSearch&AllCons&id=799215&orgAcronyme=f8y,,False,True,,False,True
5343,21-152137,CCI de Limoges et de la Haute-Vienne,None,,,FRI23,16 place Jourdan CS 60403,87011,Limoges cedex,,(+33) 5-55-45-15-18,,,achats@limoges.cci.fr,https://www.marches-publics.gouv.fr,,,https://www.marches-publics.gouv.fr,https://www.marches-publics.gouv.fr,https://www.marches-publics.gouv.fr,False,True,,False,True
5344,21-152138,Ville d'Arcachon,None, Pole de la Commande Publique,,,"1, place Lucien de Gracia",33311,ARCACHON Cedex,,05-57-72-71-59,,05-57-52-18-01,marches-publics@ville-arcachon.fr,http://arcachon.e-marchespublics.com,http://arcachon.e-marchespublics.com,,,,,False,False,,False,False
5345,21-152140,CREPS DE POITIERS,None, Quehen Olivier,,,Chateau de Boivre,86580,VOUNEUIL SOUS BIARD,,05-49-36-06-00,,05-49-36-06-10,olivier.quehen@creps-poitiers.sports.gouv.fr,http://www.creps-poitiers.sports.gouv.fr,http://www.e-marchespublics.com,,,,,False,False,,False,False
5346,21-152142,Ville de Marcq-en-Baroeul,None,,Direction des Affaires Juridiques - Service Achat Public - Sanaa TAJJIOU,FRE11,103 avenue Foch BP 44029,59704,Marcq en baroeul cedex,,(+33) 3-20-45-46-48,,,commandepublique@marcq-en-baroeul.fr,https://www.marcq-en-baroeul.org/,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_BZzyv5p1uV,https://www.achatpublic.com/,,False,True,,False,True
5347,21-152143,Angers Loire Métropole,None,,,FRG02,BP 80011,49020,Angers Cedex 01,,,,,marches.dag@angersloirmeetropole.fr,https://alm.marches-securises.fr,https://alm.marches-securises.fr,,,,,False,True,,False,True
5348,21-152144,Eaux de Vienne - Siveer,None,,Service Marchés,FRI34,55 rue de Bonneuil-MatoursCS 90825,86034,Poitiers Cedex,,(+33) 5-49-61-16-90,,(+33) 5-49-44-14-23,marches@eauxdevienne.fr,https://www.eauxdevienne.fr,https://www.marches-securises.fr,,,,,False,True,,False,True
5349,21-152145,Ville de la Seyne sur Mer,None,,Madame le Maire,FRL05,Hôtel de Ville 20 Quai Saturnin FabreCS 60226,83507,La Seyne sur Mer,,(+33) 4-94-06-95-93,,,marches-publics@la-seyne.fr,http://www.la-seyne.fr,https://www.marches-securises.fr,,,,,False,True,,False,True
5350,21-152146,SYNCHROTRON SOLEIL,None,,,FR104,L'orme des Merisiers - BP48 - St-Aubin,91192,Gif-sur-yvette cedex,,,,,achats@synchrotron-soleil.fr,https://synchrotron-soleil.fr,,,,,,False,True,,False,True
5351,21-152147,CHU SAINT ETIENNE,None,,,FRK25,DIRECTION DES ACHATS ET DE LA LOGISTIQUE,42055,Saint etienne cedex 02,,(+33) 4-77-12-79-06,,(+33) 4-77-12-73-15,ght.marchesjuristes@chuse.fr,http://www.chu-st-etienne.fr,,,https://www.marches-publics.gouv.fr,https://www.marches-publics.gouv.fr/index.php?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=860097&orgAcronyme=x7c,https://www.marches-publics.gouv.fr,False,True,,False,True
5352,21-152148,Agence d'Ingénierie de l'Orne,None,M. GATIEN Jean-Luc,,,27 Boulevard de Strasbourg CS30528,61017,Alencon cedex,,,,,,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
5353,21-152152,BERCK EVENEMENTS LOISIRS COTE D OPALE,None,Bruno Cousein,,,Place Claude Wilquin,62600,Berck,,,,,,,,,,,,False,False,,False,False
5354,21-152153,COMMUNE DE VITRY SUR SEINE,None,,,FR107,2 Avenue Youri Gagarine,94400,Vitry-sur-seine,,,,,muriel.chapuis@mairie-vitry94.fr,https://vitry94.fr,https://marches.maximilien.fr,,,,,False,True,,False,True
5355,21-152154,CARMF,None,M le Directeur,,,46 rue Saint Ferdinand,75017,Paris,,01-40-68-32-00,,01-40-68-33-70,contrats@carmf.fr,http://www.carmf.fr,http://carmf.e-marchespublics.com,,,,,False,False,,False,False
5356,21-152155,Commune de Megève,None,"Mme JULLIEN-BRECHES, Maire",,,1 Place de l'Eglise BP 23,74120,MEGEVE,,,,,marches.publics@megeve.fr,http://www.megeve.fr,http://www.marches-publics.info/accueil.htm,,,,,False,False,,False,False
5357,21-152156,GRAND PORT MARITIME DE MARSEILLE,77555848900016,,,FRL04,"23, place de la Joliette, Cs 81965",13226,Marseille,,,,,correspondre@aws-france.com,http://www.marseille-port.fr,http://agysoft.marches-publics.info,,,,,False,True,,False,True
5358,21-152157,SRD,None,,,FR,,None,POITIERS,,,,,elisabeth.fraudeau@soregies.fr,http://www.srd-energies.fr,https://www.marches-securises.fr,,,,,False,True,,False,True
5359,21-152158,Commune de Megève,None,"Mme JULLIEN-BRECHES, Maire",,,1 Place de l'Eglise BP 23,74120,MEGEVE,,,,,marches.publics@megeve.fr,http://www.megeve.fr,http://www.marches-publics.info/accueil.htm,,,,,False,False,,False,False
5360,21-152159,Commune d'Hyères-les-Palmiers,None, Le Maire,,,12 Avenue Joseph Clotis BP 709,83412,Hyères,,04-94-00-78-32,,04-94-00-79-81,marches.publics@mairie-hyeres.com,http://www.hyeres.fr,http://www.marchespublics.hyeres.fr,,,,,False,False,,False,False
5361,21-152161,Commune d'Hérin,None,WYSOCKI Joris,,,2 rue Jean Jaurès,59195,Herin,,,,,,,https://marchespublics596280.fr,,,,,False,False,,False,False
5362,21-152162,COBAS,None,"Mme DES ESGAULX Marie-Hélène, Présidente",,,"PÔLE ENVIRONNEMENT, 680 bis avenue de l'Aérodrome",33260,LA TESTE DE BUCH,,05-56-22-33-44,,,correspondre@aws-france.com,https://www.agglo-cobas.fr/,https://agysoft.marches-publics.info/,,,,,False,False,,False,False
5363,21-152164,COLLECTIVITE DE CORSE,None, le Président du Conseil Exécutif,,,"Direction de la Commande Publique, Hôtel de la Collectivité de Corse, 22 cours Grandval BP 215",20187,AJACCIO,,,,,correspondre@aws-france.com,http://www.isula.corsica,http://www.isula.corsica,,,,,False,False,,False,False
5364,21-152165,GLCT Téléphérique du Salève,20000555100011,,,FRK28,59 place Marc Lecourtier,74100,Etrembieres,,(+33) 4-50-87-83-00,,(+33) 4-50-87-83-22,correspondre@aws-france.com,https://www.annemasse-agglo.fr/partenaires-et-pros/marches-publics,https://www.annemasse-agglo.fr/partenaires-et-pros/marches-publics,,https://www.annemasse-agglo.fr/partenaires-et-pros/marches-publics,https://www.annemasse-agglo.fr/partenaires-et-pros/marches-publics,,False,True,,False,True
5365,21-152166,SMMAR,None,,,FRJ11,Hôtel du Département-Allée Raymond Courrière,11855,Carcassonne,,(+33) 4-68-11-31-02,,,isabelle.martinez@smmar.fr,https://smmar.org,https://marchespublics.aude.fr,,,,,False,True,,False,True
5366,21-152167,Ville de Saint-Priest (69),None, GASCON Gilles,,,Place Charles Ottina BP 330,69800,SAINT-PRIEST,,04-72-23-49-68,,,marchepublic@mairie-saint-priest.fr,http://www.ville-saint-priest.fr,http://www.marchespublics.grandlyon.com,,,,,False,False,,False,False
5367,21-152169,COMMUNE D'ARTIGUES-PRES-BORDEAUX,None,"M. GARNIER Alain, Maire de la ville d'Artigues-Près-Bordeaux",,,10 AVENUE DESCLAUX,33370,Artigues-pres-bordeaux,,(+33)5-56-38-50-50,,,,,http://marchespublics.bordeaux-metropole.fr,,,,,False,False,,False,False
5368,21-152170,CH VICHY,None," HOELTGEN Didier, Directeur Général DU CHU ETS SUPPORT DU GHT",,,Boulevard Denière BP 2757,03207,VICHY,,,,,correspondre@aws-france.com,http://www.ch-vichy.fr/,https://www.agysoft.marches-publics.info/,,,,,False,False,,False,False
5369,21-152171,REGION CENTRE VAL DE LOIRE,None," BONNEAU François, Président",,,"Direction des Achats et des Services Juridiques, CS 94117, 9 rue Saint Pierre Lentin",45041,ORLEANS,,02-38-70-30-30,,,dasj-marchespublics@regioncentre.fr,https://www.centre-valdeloire.fr/,http://achats.regioncentre-valdeloire.fr,,,,,False,False,,False,False
5370,21-152173,COMMUNE DE PAU,21640445900010,,,FRI15,"Hotel De Ville, Place Royale, Cs77575",64000,Pau,,(+33) 5-64-64-10-74,,,correspondre@aws-france.com,http://www.ville-pau.fr,http://www.pau.fr/163-marches-publics.htm,,,,,False,True,,False,True
5371,21-152174,Ville de Saint-Jean-de-Maurienne,None,M. le Maire,,,Hôtel de Ville BP 100,73300,Saint-Jean-de-Maurienne,,,,,alexandra.amrhein@3cma73.com,,http://www.marches-securises.fr,,,,,False,False,,False,False
5372,21-152175,CENTRE HOSPITALIER GENERAL DE CHARTRES,26280004800015,,,FRB02,"34, rue du docteur Maunoury",28018,Chartres,,(+33) 2-37-30-30-20,,(+33) 2-37-30-31-17,correspondre@aws-france.com,http://www.ch-chartres.fr/,https://agysoft.marches-publics.info/,,,,,False,True,,False,True
5373,21-152176,DEPARTEMENT DE LA SAVOIE,None, LE POUVOIR ADJUDICATEUR,,,"Château des Ducs de Savoie, CS 31802",73018,CHAMBERY,,04-79-96-73-73,,,correspondre@aws-france.com,http://www.savoie.fr,http://www.savoie.fr/marches-publics,,,,,False,False,,False,False
5374,21-152177,DEPARTEMENT DE LA LOZERE,22480001100013,,,FRJ14,Rue de la Rovère,48001,Mende,,(+33) 4-66-49-66-63,,(+33) 4-66-49-27-86,marches@lozere.fr,http://www.lozere.fr,https://www.marches-publics.info,,,,,False,True,,False,True
5375,21-152178,COMMUNE DE TOULOUSE,None," MOUDENC Jean-Luc, Maire",,,"Direction de la commande publique, 6 rue René Leduc BP 35821",31505,Toulouse,,,,,correspondre@aws-france.com,https://www.toulouse.fr/,https://www.agysoft.marches-publics.info,,,,,False,False,,False,False
5376,21-152179,COMMUNE DE PAU,None," BAYROU FRANCOIS, MAIRE",,,"HOTEL DE VILLE, PLACE ROYALE, CS77575",64000,PAU,,05-64-64-10-74,,,correspondre@aws-france.com,http://www.ville-pau.fr,http://www.pau.fr/163-marches-publics.htm,,,,,False,False,,False,False
5377,21-152180,COMMUNE DE TOURCOING,None,,,FRE11,10 Place Victor Hassebroucq,59200,Tourcoing,,,,,marchespublics@ville-tourcoing.fr,https://www.tourcoing.fr/,http://mairie-tourcoing.e-marchespublics.com/,https://www.tourcoing.fr/,http://mairie-tourcoing.e-marchespublics.com/,http://mairie-tourcoing.e-marchespublics.com/,,False,True,,False,True
5378,21-152181,SOC FRANCAISE TUNNEL ROUTIER DE FREJUS,None," CHABERT Alain, Directeur Général",,,Plateforme du tunnel du Fréjus,73500,MODANE,,04-79-20-26-00,,04-79-20-26-10,marchespublics@tunneldufrejus.com,http://www.sftrf.fr,http://www.sftrf.fr,,,,,False,False,,False,False
5379,21-152182,COMMUNE DE COUBLEVIE,21380133500018,,,FRK24,Bp 2,38500,Coublevie,,(+33) 4-76-05-15-39,,,compta@coublevie.fr,http://www.coublevie.com/,http://ledauphine.marchespublics-eurolegales.com/,,,,,False,True,,False,True
5380,21-152185,Communauté de communes du Clermontois,None,,,FRE22,9 rue Henri Breuil,60600,Clermont,,(+33) 3-44-50-85-00,,,achats@pays-clermontois.com,https://www.achatpublic.com/sdm/ent/gen/index.jsp,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
5381,21-152186,Eaux de Vienne - Siveer,None,,Service Marchés,FRI34,55 rue de Bonneuil-MatoursCS 90825,86034,Poitiers Cedex,,(+33) 5-49-61-16-90,,(+33) 5-49-44-14-23,marches@eauxdevienne.fr,https://www.eauxdevienne.fr,https://www.marches-securises.fr,,,,,False,True,,False,True
5382,21-152189,Ville d'Ozoir la Ferrière,None,,,FR,,None,Ozoir la ferriere,,,,,contact@mairie-ozoir-la-ferriere.fr,http://www.mairie-ozoir-la-ferriere.fr,http://www.marches-securises.fr,,http://www.marches-securises.fr,http://www.marches-securises.fr,,False,True,,False,True
5383,21-152190,CCAS de Tours,None,,,FRB04,2 allée des Aulnes - CS 81237,37012,TOURS,,,,,marches.logistique@ccas-tours.fr,http://ccas-tours.fr,,,,,,False,True,,False,True
5384,21-152192,MAIRIE LA SAUVETAT,None,TROQUET Bernadette,,,12 rue de la Mairie,63730,La Sauvetat,,,,,,,,,,,,False,False,,False,False
5385,21-152198,Commune de La Léchère,None," David RENARD, directeur général des services",,,82 Rue des Jeux Olympiques,73260,La Léchère,,(+33) 4-79-22-52-44,,,mairie@lalechere.fr,http://www.lalechere.fr,https://www.marches-securises.fr,,,,,False,False,,False,False
5386,21-152199,Ville de la Seyne sur Mer,None,,Madame le Maire,FRL05,Hôtel de Ville 20 Quai Saturnin FabreCS 60226,83507,La Seyne sur Mer,,(+33) 4-94-06-95-93,,,marches-publics@la-seyne.fr,http://www.la-seyne.fr,https://www.marches-securises.fr,,,,,False,True,,False,True
5387,21-152200,VILLE DE PARIS,None,"M. COZIGOU Alban, Chef de la Section Locale d'Architecture des 5e et 13e arrondissements",,,62 rue Corvisart,75013,Paris,,01-45-87-67-25,0171287361,,,http://www.marches.maximilien.fr,,,,,,False,False,,False,False
5388,21-152201,Cons. Départ. de la Charente-Maritime,None,Département,,,Direction des Affaires Financières et Juridiques Service Marchés Publics85 Boulevard de la République CS 60003,17076,La Rochelle Cedex 9,,05-46-31-76-28,,,proceduredemat.marches@charente-maritime.fr,http://www.charente-maritime.fr,http://www.achatpublic.com,,,,,False,False,,False,False
5389,21-152202,Ville de Nîmes,None,M. Le Maire,,,Direction de la commande publique - 1 rue du Colisée - Colisée 2,30947,NIMES CEDEX 9,,(+33)4-34-03-57-00,,,,http://www.marches-securises.fr,http://www.marches-securises.fr,,,,,False,False,,False,False
5390,21-152203,CC Monts du Lyonnais,None,,Service Commande Publique,FRK26,790 Allée de Pluvy,69590,POMEYS,,(+33) 4-78-19-08-55,,,achats-publics@cc-mdl.fr,https://cc-montsdulyonnais.fr/,http://cc-montsdulyonnais.sudest-marchespublics.com,,,,,False,True,,False,True
5391,21-152204,ESID de Metz,None,"M. BONETTI RUDY, Etablissement du service d'infrastructure de la defense de METZ",,,3 rue de la Charriere CS30353,51022,Chalons en champagne,,03-26-22-28-52,,,rudy.bonetti@intradef.gouv.fr,,,,,,,False,False,,False,False
5392,21-152205,Département des Pyrénées-Atlantiques,None, COLLIGNON Marie-Agnès,,,64 avenue Jean Biray,64058,Pau cedex 9,,,,,,https://demat-ampa.fr,https://demat-ampa.fr,,,,,False,False,,False,False
5393,21-152206,Département du Finistère,None,M. Le Président du Conseil Départemental,,,Conseil départemental du finistère32 Boulevard Dupleix,29000,quimper,,,,,,,http://www.megalis.bretagne.bzh,,,,,False,False,,False,False
5394,21-152207,SIAAP,None,,,FR101,2 rue Jules César,75012,Paris,,(+33) 1-44-75-44-36,,,marchesiaap@siaap.fr,https://www.siaap.fr,https://marches-publics.siaap.fr,,,,,False,True,,False,True
5395,21-152208,Ville de Montrouge,None,"M. Lengereau Etienne, Maire",,,43 Avenue de la République,92121,Montrouge cedex,,,,,marches@ville-montrouge.fr,http://www.ville-montrouge.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
5396,21-152209,Ville de Valenciennes,None,Monsieur le Maire,,,Hôtel de villeBP 90339,59304,Valenciennes Cedex,,(+33)3-27-22-59-00,,,,http://www.valenciennes.fr/,http://marchespublics596280.fr/,,,,,False,False,,False,False
5397,21-152210,CENTRE HOSPITALIER AGEN NERAC,None,"Mme MOREL Emeline, CENTRE HOSPITALIER AGEN NERAC",,,ROUTE DE VILLENEUVE,47923,Agen cedex 9,,,,,,,,,,,,False,False,,False,False
5398,21-152211,Aubigny Les Clouzeaux,None, commande publique,,,Grand'RueAubigny,85430,AUBIGNY LES CLOUZEAUX,,(+33) 2-51-98-70-15,,,commandepublique@aubignylesclouzeaux.fr,http://www.aubigny-les-clouzeaux.fr,https://www.marches-securises.fr,,,,,False,False,,False,False
5399,21-152212,Université d'Angers,None,"Mme PARE Marine, Université d'Angers",,,40 rue de Rennes - BP 73532,49035,Angers cedex 01,,02-44-68-77-33,,,,http://www.univ-angers.fr,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
5400,21-152213,Ville d'AMIENS,None,,,FRE23,Place de l'hôtel de ville Cedex 1 BP 2720,80027,AMIENS,,,,(+33) 3-22-97-11-03,marchespublics@amiens-metropole.com,http://www.amiens.fr,http://amiens.fr/marchespublics,,,,,False,True,,False,True
5401,21-152214,SYND MIXTE RAMASSAGE ORDURES MENAGERES,None,,,FRE11,2275 STEEN STRAETE,59470,Wormhout,,,,,contact@sm-sirom-flandre-nord.fr,https://www.sm-sirom-flandre-nord.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_TM6zWfxgsh,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_TM6zWfxgsh,,False,True,,False,True
5402,21-152215,Centre Hospitalier de Nevers,None,,,FR,,None,NEVERS,,,,,cellule.marches@ch-nevers.fr,https://www.ternum-bfc.fr,,,https://www.ternum-bfc.fr,https://www.ternum-bfc.fr,,False,True,,False,True
5403,21-152216,Musée national de la Marine,None,,,FR101,17 place du Trocadero et du 11 Novembre,75116,Paris,,(+33) 1-53-65-81-30,,,c.aydin@musee-marine.fr,http://www.musee-marine.fr/,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=860117&orgAcronyme=g7h,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=860117&orgAcronyme=g7h,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=860117&orgAcronyme=g7h,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=860117&orgAcronyme=g7h,False,True,,False,True
5404,21-152217,Commune de Saint-Louis,None,,,FRY40,125 avenue du Dr Raymond VERGES,97450,Saint-Louis,,(+33) -02-62-91-94-66,,,commandepublique@saintlouis.re,http://saintlouis.re/,https://marchespublics-saintlouis.omnikles.com/,,https://marchespublics-saintlouis.omnikles.com/,http://marchespublics-saintlouis.omnikles.com/,,False,True,,False,True
5405,21-152218,Mairie de Combs-la-Ville,None,,,FR102,Esplanade Charles de Gaulle BP 116,77385,COMBS LA VILLE CEDEX,,(+33) 1-64-13-16-84,,(+33) 1-60-18-06-15,sylvie.lainet@mairie-combs-la-ville.fr,https://marches.maximilien.fr/?page=entreprise.AccueilEntreprise,https://marches.maximilien.fr/?page=entreprise.AccueilEntreprise,,,,,False,True,,False,True
5406,21-152219,Ville de Tulle,None,Service Commande Publique ville de Tulle et TulleAgglo,,,10 rue Félix Vidalin,19012,Tulle Cedex 1,,,,,marches.publics@tulleagglo.fr,http://tulleagglo.fr/ville-de-tulle,https://www.marches-securises.fr,,,,,False,False,,False,False
5407,21-152220,Musée national de la Marine,None,,,FR101,17 place du Trocadero et du 11 Novembre,75116,Paris,,(+33) 1-53-65-81-30,,,c.aydin@musee-marine.fr,http://www.musee-marine.fr/,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=860102&orgAcronyme=g7h,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=860102&orgAcronyme=g7h,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=860102&orgAcronyme=g7h,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=860102&orgAcronyme=g7h,False,True,,False,True
5408,21-152221,CCPBS,None,Monsieur Le Président,,,"17, rue Raymonde Folgoas-Guillou",29120,Pont-l'Abbé,,02-98-87-14-42,,,contact@ccpbs.fr,http://www.ccpbs.fr,http://www.megalis.bretagne.bzh,,,,,False,False,,False,False
5409,21-152222,Département des Pyrénées-Atlantiques,None, COLLIGNON Marie-Agn,,,64 avenue Jean Biray,64058,Pau cedex 9,,,,,,,,,,,,False,False,,False,False
5410,21-152223,COMMUNE DE FONTENAY LE COMTE,None,,,FRG05,9 rue Georges CLEMENCEAU,85201,Fontenay Le Comte,,(+33) -02-51-53-41-74,,(+33) 2-51-53-41-42,marchespublics@fontenayvendee.fr,http://www.ville-fontenaylecomte.fr,http://www.ville-fontenaylecomte.fr,,,,,False,True,,False,True
5411,21-152224,POLE EMPLOI CORSE,None,,,FRM,Résidence lopéra boulevard louis campi cs 521,20700,Ajaccio cedex 9,,(+33) -04-95-29-30-49,,,marlene.folacci@pole-emploi.fr,https://www.marches-publics.gouv.fr/,https://www.marches-publics.gouv.fr/,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=859745&orgAcronyme=h8j,https://www.marches-publics.gouv.fr/,,False,True,,False,True
5412,21-152225,REGION AUVERGNE RHONE ALPES,20005376700014,,,FRK13,1 esplanade françois mitterrand,69269,Lyon,,,,,mobilites.achats@auvergnerhonealpes.fr,http://www.auvergnerhonealpes.fr/,http://Marchespublics.auvergnerhonealpes.eu,,,,,False,True,,False,True
5413,21-152226,CHBR REG D AGRIC BOURGOGNE FRANCHE CTE,None,,,FRC1,"1, rue des Coulots",21110,BRETENIERE,,(+33) 3-80-48-43-41,,(+33) 3-80-48-43-43,achats@bfc.chambagri.fr,http://www.crabfc.e-marchespublics.com,http://crabfc.e-marchespublics.com,http://www.crabfc.e-marchespublics.com,http://crabfc.e-marchespublics.com,,,False,True,,False,True
5414,21-152227,Institut polytechnique de Grenoble,None,,,FRK24,46 avenue Félix Viallet,38031,Grenoble cedex 1,,,,,marches@grenoble-inp.fr,http://www.grenoble-inp.fr,,,,,,False,True,,False,True
5415,21-152228,Adoma,None,,M. Laurent CERUFFI,FR101,33 avenue Pierre Mendès-France,75013,Paris,,,,,laurent.ceruffi@adoma.cdc-habitat.fr,http://www.adoma.cdc-habitat.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_UwGdfuaygv,http://www.adoma.cdc-habitat.fr,,False,True,,False,True
5416,21-152230,Grand Port Maritime de la Guyane,None,,,FRY3,"Port de Dégrad des Cannes, RN 3",97354,Rémire-Montjoly,,,,,publication_marche@portdeguyane.fr,http://www.marches-publics.gouv.fr,,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,False,True,,False,True
5417,21-152231,Ville de Saumur,None, Laëtitia POIRIER,,,CS 54030,49408,Saumur Cedex,,(+33) 2-53-93-50-73,,,commandes.publiques@agglo-saumur.fr,https://www.ville-saumur.fr/,https://www.marches-securises.fr,,,,,False,False,,False,False
5418,21-152232,Ville de Saint-Tropez,None,,,FRL05,Place de l'hôtel de ville Place de l'hôtel de ville,83990,Saint-tropez,,(+33) -04-94-55-40-95,,(+33) -04-94-55-40-96,commande-publique@ville-sainttropez.fr,https://marches.local-trust.com/ville-saint-tropez,https://marches.local-trust.com/ville-saint-tropez,,https://marches.local-trust.com/ville-saint-tropez,https://marches.local-trust.com/ville-saint-tropez,https://marches.local-trust.com/ville-saint-tropez,False,True,,False,True
5419,21-152233,CHU DE LILLE,None,"Mme CHEMIN Cathy, CHU de LILLLE","CHU de Lille - à l'attention de Mme CHEMIN Cathy, Direction des Ressources Physiques - Direction des Achats - Cellule des marchés - rue Philippe Marache - 59037 Lille Cédex",,CS 70001,59037,Lille cedex,,03-20-44-51-82,,03-20-44-47-23,,http://www.chru-lille.fr,https://www.marches-publics.gouv.fr,,,,,False,False,,False,False
5420,21-152234,DELEGATION SECU CIRCULATION ROUTIERES,None,,,FR,Place Beauvau,75800,Paris cedex 08,,,,,dsr-commandepublique@interieur.gouv.fr,http://www.interieur.gouv.fr,,,,,,False,True,,False,True
