BOAMP_AVIS_NUM,D_13_01_Conditionparticipation_Critereselection,D_13_02_Conditionparticipation_Situationjuridique,D_13_03_Conditionparticipation_Situationjuridiquesst,D_13_04_Conditionparticipation_Capecomarcheoui,D_13_05_Conditionparticipation_Capecomarchenon,D_13_06_Conditionparticipation_Capeco,D_13_07_Conditionparticipation_Capecosst,D_13_08_Conditionparticipation_Capeconiveaumini,D_13_09_Conditionparticipation_Capeconiveauminisst,D_13_10_Conditionparticipation_Captechoffreoui,D_13_11_Conditionparticipation_Captechoffrenon,D_13_12_Conditionparticipation_Captech,D_13_13_Conditionparticipation_Captechsst,D_13_14_Conditionparticipation_Captechniveaumini,D_13_15_Conditionparticipation_Captechniveauminisst,D_13_16_Conditionparticipation_Criteresparticipation,D_13_17_Conditionparticipation_Marchereserveoui,D_13_17_01_Conditionparticipation_Marchereserveoui_Ateliersproteges,D_13_17_02_Conditionparticipation_Marchereserveoui_Emploisproteges,D_13_18_Conditionparticipation_Marchereservenon,D_13_19_Conditionparticipation_Prestationreserveeoui,D_13_20_Conditionparticipation_Prestationreserveenon,D_13_21_Conditionparticipation_Conditionparticuliereexecution,D_13_22_Conditionparticipation_Indicationobligatoirenomqualificationsoui,D_13_23_Conditionparticipation_Indicationobligatoirenomqualificationsnon,D_13_24_Conditionparticipation_Justificatifscandidat,D_13_24_01_Conditionparticipation_Justificatifscandidat_P,D_13_25_Conditionparticipation_Eligiblemps,D_13_25_01_Conditionparticipation_Eligiblemps_Oui,D_13_25_02_Conditionparticipation_Eligiblemps_Non
21-157347,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,True,,False,,False,False,CF_NIV_SUIV,"Si les documents fournis par le candidat ne sont pas établis en langue française, ils doivent être accompagnés d'une traduction en français, certifiée conforme à l'original par un traducteur assermenté",CF_NIV_SUIV,False,True
21-157347,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,True,,False,,False,False,CF_NIV_SUIV,Les pièces prévues aux articles D. 8222-5 ou D. 8222-7 et D. 8222-8 du code du travail,CF_NIV_SUIV,False,True
21-157347,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,True,,False,,False,False,CF_NIV_SUIV,"Si l'attributaire est établi en France, les attestations et certificats délivrés par les administrations et organismes compétents prouvant qu'il a satisfait à ses obligations fiscales et sociales ou un état annuel des certificats reçus",CF_NIV_SUIV,False,True
21-157347,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,True,,False,,False,False,CF_NIV_SUIV,"Si l'attributaire est établi dans un Etat autre que la France, un certificat établi par les administrations et organismes du pays d'origine. Lorsqu'un tel certificat n'est pas délivré par le pays concerné, il peut être remplacé par une déclaration sous serment, ou dans les Etats où un tel serment n'existe pas, par une déclaration solennelle faite par l'intéressé devant l'autorité judiciaire ou administrative compétente, un notaire ou un organisme professionnel qualifié du pays",CF_NIV_SUIV,False,True
21-157347,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,True,,False,,False,False,CF_NIV_SUIV,"Si les documents fournis par le candidat ne sont pas établis en langue française, ils doivent être accompagnés d'une traduction en français, certifiée conforme à l'original par un traducteur assermenté",CF_NIV_SUIV,False,True
21-157348,,"Le candidat peut présenter sa candidature sous forme d'un document unique de marché européen (DUME), en lieu et place des formulaires DC1 et DC2. En cas de groupement de commande, chacun des membres du groupement fournira un formulaire DUME complété.",,,False,1. Un relevé d'identité bancaire2. Attestation fiscale à jour3. Attestation sociale à jour4. Une preuve d'assurance pour les risques professionnels,,,,,False,1. Une liste des principales références 2. Moyens matériels et humains affectés à ce marché,,,,,CF_NIV_SUIV,False,False,True,,False,,False,False,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
21-157350,,"Pour présenter leur candidature, le(s) candidat(s) peuvent utiliser soit :- les formulaires DC1 (lettre de candidature) et DC2 (déclaration du candidat) ;- le DUME (Document Unique de Marché Européen).Les informations concernant ces supports sont détaillées dans l'annexe no1 au présentRC relative au Guide de la dématérialisation des marchés publics.Chaque candidat doit produire un dossier complet comprenant les pièces décrites ciaprès.1° - Renseignements concernant la situation juridique du candidatLettre de candidature dûment remplie et comprenant la déclaration sur l'honneur justifiantqu'il n'entre dans aucun des cas d'interdiction de soumissionner obligatoires prévus auxarticles L2141-1 à 11 du Code de la commande publique.Le cas échéant, en cas de redressement judiciaire, la copie du ou des jugementsprononcés à cet effet justifiant que le candidat a bien été habilité à poursuivre son activitépendant la durée prévisible d'exécution du marché.",,,False,"Déclaration concernant le chiffre d'affaires global et le chiffre d'affaires du domained'activité faisant l'objet du marché, réalisés au cours des trois derniers exercicesdisponibles.Les entreprises nouvellement créées ne pouvant produire les chiffres d'affaires des troisderniers exercices devront fournir :- une copie certifiée du récépissé de dépôt du centre de formalités des entreprises (pourvérifier la date de création de l'entreprise),- le montant de leur capital social (pour justifier de leurs capacités économiques etfinancières).",,,,,False,"Indication des titres d'études et professionnels du candidat et/ou des cadres del'entreprise, et notamment des responsables de prestation de services ou de conduitedes travaux de même nature que celle du marché. Pour l'architecte du Patrimoine : il doit être diplômé d'un DSA (Diplôme de spécialisationet d'approfondissement) de l'école de Chaillot ou équivalent.- Pour le ou les BET pluridisciplinaires : les diplômes ou références équivalentes sur les3 dernières années seulement du responsable de chaque spécialité correspondant auxqualifications attendues couvrant l'ensemble des techniques du bâtiment suivantes :Stuctures, démolitions et déconstructions- Pour l'OPC : la qualification OPQIBI 03.01 ou 03.02 ou références équivalentes sur les3 dernières années seulement.- Présentation d'une liste des principaux projets effectués ou des principaux servicesfournis au cours des trois dernières années, indiquant le montant, la date et ledestinataire public ou privé.Précisions complémentaires :Lorsque le candidat se présente sous la forme d'un groupement, chaque membre dugroupement doit fournir les pièces et documents mentionnés ci-dessus (DC2 et annexesou DUME).Si le candidat s'appuie sur d'autres opérateurs économiques pour présenter sacandidature, il doit les mentionner dans son formulaire DC2 (rubrique G) et produire,pour chacun d'eux, les mêmes documents que ceux qui sont exigés de lui pour justifierde ses capacités, ainsi qu'un engagement écrit de chacun d'eux justifiant que le titulairedispose de leurs capacités pour l'exécution des prestations. En cas de déclaration desous-traitance (formulaire DC4), la signature électronique est facultative à ce stade.",,,,,CF_NIV_SUIV,False,False,True,,False,"Allotissement : S'agissant ici d'un marché de maîtrise d'oeuvre, son objet ne permet pas d'identifier des prestations distinctes et donc de constituer des lots. durée : La période de validité du marché démarre à compter de sa notification et durera jusqu'à la fin de la garantie de parfait achèvement (G.P.A). ''Le délai prévisionnel d'exécution de la mission est de 23 mois (8 mois pour les études puis 15 mois pour les travaux dont 1 mois de préparation) + GPA. Il débutera à compter de la notification de l'OS de démarrage ou de de la date précisée dans celui-ci.'' visite : Les candidats doivent obligatoirement effectuer une visite au 78, 80 et 82 Rue Bernard Dubois, 13001 Marseille. A l'issue de cette visite, ils devront signer une attestation de visite. L'offre d'un candidat n'ayant pas procédé à la visite obligatoire sera déclarée irrégulière et rejetée. Les visites s'effectueront sur rendez-vous, de manière individuelle au plus tard 5 jours avant la date limite de remise des offres.",False,False,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
21-157358,,"Les candidats fourniront les pièces et renseignements visés aux articles R. 2143-3 à R. 2143-16 du Code de la Commande Publique et pourront utiliser les formulaires Dc1 et Dc2.Pour justifier de ses capacités professionnelles, techniques et financières, le candidat fournira les renseignements suivants :Chiffre d'affaires des 3 derniers exercices disponibles,Moyens en personnel,Moyens en matériel,Capacités professionnelles,Si le candidat est en mesure de la fournir : Liste de prestations similaires de moins de 5 ans.Il devra en outre justifier seul ou en groupement des compétences suivantes :Architecture.Structure, béton armé, charpente métallique et bois.Corps d'état techniques : dont génie climatique, plomberie, courants forts et faibles.Vrd et hydraulique.Coordination Ssi.Economie de la construction.Qualité environnementale.Traitement des paysages et des espaces extérieurs.Synthèse.Amiante",,,False,"Les candidats sont invités à télécharger la notice précisant les conditions de participation et les renseignements à fournir pour l'appréciation des capacités professionnelles, techniques et financières à l'adresse suivante : https://www.marches-publics.infoCritère de sélection des candidatures :Les critères suivants seront pris en compte pour le jugement des candidatures conformément aux articles R. 2144-1 à R. 2144-7 du Code de la Commande Publique :-Compétences : Respect des domaines de compétences demandés dans la composition du groupement.-Capacités professionnelles.-Capacités financières.Pour chaque critère, il sera apprécié l'adéquation des éléments présentés par le groupement avec l'objet de la mission. A l'issue de cette analyse, le Pouvoir Adjudicateur formulera un avis sur les candidatures présentées, et le dossier de consultation sera envoyé aux candidats admis à présenter une offre.Nombre de candidats admis à présenter une offre : 3",,,,,False,,,,,,CF_NIV_SUIV,False,False,True,,False,,False,False,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
21-157384,,"- Lettre de candidature- Les pouvoirs des personnes habilitées à engager le candidat ;- Un justificatif datant de moins de trois mois de l'inscription au registre du commerce (extrait K-bis) ou document équivalent. Pour les personnes physiques ou morales ayant commencé leur activité depuis moins d'un an, un récépissé de dépôt de déclaration auprès d'un centre de formalités des entreprises ou document équivalent ;- Une déclaration sur l'honneur par laquelle le candidat individuel, ou chaque membre du groupement, atteste :- qu'il ne fait l'objet d'aucune exclusion de la participation à la procédure de passation des contrats de concession prévue aux articles L3123-1 à L3123-11 du Code de la commande publique ;- que les renseignements et documents relatifs à ses capacités et aptitudes, exigés en application des articles L. 3123-18, L. 3123-19 et L. 3123-21 du Code de la commande publique et dans les conditions fixées aux articles R. 3123-1 à R. 3123-8 du code de la commande publique, fournis dans le cadre de la présente consultation sont exacts ;- Les certificats et déclarations fiscales et sociales, délivrés par les administrations et organismes compétents, dont la liste est fixée par l'arrêté du 22 mars 2019- Si le candidat ou un membre du groupement est en procédure de sauvegarde, redressement judiciaire ou liquidation judiciaire, la copie du ou des jugements prononcés à cet effet (ou leurs équivalents pour les candidats étrangers non établis en France) ainsi qu'une note démontrant qu'il est en mesure d'exécuter le contrat de concession compte tenu des règles applicables en matière de poursuite des activités dans le cadre de ces situations",,,False,"- Une déclaration concernant le chiffre d'affaires global et, s'il y a lieu, le chiffre d'affaires concernant des prestations similaires à celles auxquelles se réfère le présent avis et réalisées au cours des 3 derniers exercices disponibles ;- Pour les opérateurs économiques pour lesquels l'établissement de bilans est obligatoire : Bilans, comptes de résultat et annexes 5 à 11 de la liasse fiscale pour les trois derniers exercices disponibles (ou des seuls exercices clos si la date de création de l'entreprise est inférieure à trois ans) ou documents équivalents ;- Note commentant l'évolution des bilans et comptes de résultatAttestations d'assurance des risques professionnels pertinents en cours de validité, avec mention des garanties souscrites et leur montant.Si, pour une raison justifiée, l'opérateur économique n'est pas en mesure de produire les renseignements et documents demandés, il est autorisé à prouver sa capacité économique et financière par tout autre moyen approprié.Niveau minimum spécifique exigé : aucun",,,,,False,"- Une présentation détaillée de l'entreprise : moyens humains et matériels, activités principales et accessoires, les effectifs du candidat ou de chaque membre du groupement candidat et l'importance du personnel d'encadrement pour chacun des trois derniers exercices (ou depuis la date de création de l'entreprise si celle-ci est inférieure à trois ans) pour assurer la continuité du service public objet de la concession ;- Références du candidat dans l'exploitation et la gestion de théâtre ou toute autre référence dans un domaine comparable et/ou toutes autres références ou éléments susceptibles de démontrer une aptitude à assumer la concession de service public objet de la présente procédure ;Aptitude à assurer la continuité du service public et l'égalité des usagers devant le service public- Une note présentant l'aptitude du candidat à assurer la continuité du service public et l'égalité des usagers devant le service public [une simple déclaration sur l'honneur attestant que le candidat est apte ne suffit pas]. Il est attendu des candidats qu'ils expliquent comment leurs moyens et leurs références leur permettent d'assurer la continuité du service et l'égalité des usagers devant le service public.Niveau minimum spécifique exigé : aucun",,,,,CF_NIV_SUIV,False,False,True,,False,,False,False,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
21-157388,,"Déclaration sur l'honneur pour justifier que le candidat n'entre dans aucun des cas d'interdiction de soumissionnerRenseignements sur le respect de l'obligation d'emploi mentionnée aux articles L. 5212?1 à L. 5212-4 5212?11 du Code du travailCopie du ou des jugements prononcés, si le candidat est en redressement judiciaire",,,False,"Déclaration appropriée de banques ou preuve d'une assurance pour les risques professionnelsDéclaration concernant le chiffre d'affaires global et le chiffre d'affaires concernant les prestations objet du contrat, réalisées au cours des trois derniers exercices disponibles",,,,,False,"Déclaration indiquant les effectifs moyens annuels du candidat et l'importance du personnel d'encadrement pour chacune des trois dernières annéesDéclaration indiquant l'outillage, le matériel et l'équipement technique dont le candidat dispose pour la réalisation du contratIndication des systèmes de gestion et de suivi de la chaîne d'approvisionnement que le candidat pourra mettre en oeuvre lors de l'exécution du contratIndication des mesures de gestion environnementale que le candidat pourra appliquer lors de l'exécution du contratListe des principales prestations effectuées au cours des trois dernières années, indiquant le montant, la date et le destinataire. Elles sont prouvées par des attestations du destinataire ou, à défaut, par une déclaration du candidatLes éléments de preuve relatifs à des prestations exécutées il y a plus de trois ans seront pris en compte",,,,,CF_NIV_SUIV,False,False,True,,False,"L'exécution des prestations débute à compter de la date de notification du contrat.Aucune clause de garantie financière prévue.Le contrat prévoit le versement d'une avance, sans obligation de constituer une garantie financière pour en bénéficier.Les prestations sont réglées par des prix forfaitaires.Les prix sont révisables.Le paiement des prestations se fera dans le respect du délai global de paiement applicable à l'acheteur.La consultation comporte des conditions d'exécution à caractère social détaillées au cahier des charges.La consultation comporte des conditions d'exécution à caractère environnemental détaillées au cahier des charges.Budget de la Cavyvs",False,False,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
21-157391,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,True,"Chaque équipe sera composée au minimum d'un bureau d'études spécialisé en ouvrage d'art mandataire (le terme de mandataire étant entendu, quelque soit la forme juridique du candidat, en entreprise seule ou en groupement d'entreprises), et un architecte du patrimoine, associés à :- un paysagiste ;- Un bureau d'études en infrastructure routière ;- Un bureau d'étude en ingénierie des réseaux (gestion eaux pluviales) ;Le mandataire peut s'adjoindre en complément tous types de compétences techniques qui lui paraîtraient pertinentes pour mener à bien la mission.La composition des équipes ne pourra pas être modifiée entre la remise des candidatures et la remise des offres.",False,,False,False,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
21-157394,,"- Copie du ou des jugements prononcés, si le candidat est en redressement judiciaire.- Formulaire Dc1, Lettre de candidature _ Habilitation du mandataire par ses co-traitants.(disponible à l'adresse suivante : http://www.economie.gouv.fr/daj/formulaires-declaration-du-candidat)",,,False,"- Déclaration concernant le chiffre d'affaires global et le chiffre d'affaires concernant les fournitures, services ou travaux objet du marché, réalisés au cours des trois derniers exercices disponibles",,,,,False,"- Présentation d'une liste des principales fournitures ou des principaux services effectués au cours des trois dernières années, indiquant le montant, la date et le destinataire public ou privé.Indication des systèmes de gestion et de suivi de la chaîne d'approvisionnement que le candidat pourra mettre en oeuvre lors de l'exécution du contratIndication des mesures de gestion environnementale que le candidat pourra appliquer lors de l'exécution du contrat",,,,,CF_NIV_SUIV,False,False,True,,False,,False,False,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
21-157395,,"- Déclaration sur l'honneur du candidat attestant qu'il est en règle, au cours de l'année précédant celle au cours de laquelle a lieu le lancement de la consultation, au regard des articles L. 5212-1, L. 5212-2, L. 5212 5 et L. 5212-9 du code du travail, concernant l'emploi des travailleurs handicapés- Formulaire Dc1, Lettre de candidature _ Habilitation du mandataire par ses co-traitants.(disponible à l'adresse suivante : http://www.economie.gouv.fr/daj/formulaires-declaration-du-candidat)- Formulaire Dc2, Déclaration du candidat individuel ou du membre du groupement.(disponible à l'adresse suivante : http://www.economie.gouv.fr/daj/formulaires-declaration-du-candidat)- Les pièces prévues aux articles D. 8222-5 ou D. 8222-7 et D. 8222-8 du code du travail- Si le candidat est établi en France, une déclaration sur l'honneur du candidat justifiant que le travail est effectué par des salariés employés régulièrement au regard des articles L. 1221-10, L. 3243-2 et R. 3243-1 du code du travail (dans le cas où le candidat emploie des salariés, conformément à l'article D. 8222-5-3° du code du travail)- La responsabilité civile pour toutes les activités, couvrant les dommages corporels, matériels et immatériels dans le cadre de la prestation et des activités, étendue aux frais de recherche, décès et infirmité faisant apparaître la nature et les plafonds de garanties par sinistre (notamment pour ce qui concerne les dommages dentaires et les dommages en matière d'optique),- L'assurance assistance médicale et rapatriement (préciser le contenu de cette assurance, risques couverts, conditions, motifs de rapatriement couverts?)- L'assurance couvrant les différentes structures d'accueil",,,False,"- Déclaration appropriée de banques ou preuve d'une assurance pour les risques professionnels.- Déclaration concernant le chiffre d'affaires global et le chiffre d'affaires concernant les fournitures, services ou travaux objet du marché, réalisés au cours des trois derniers exercices disponibles",,,,,False,"- Déclaration indiquant les effectifs moyens annuels du candidat et l'importance du personnel d'encadrement pour chacune des trois dernières années.- Présentation d'une liste des principales fournitures ou des principaux services effectués au cours des trois dernières années, indiquant le montant, la date et le destinataire public ou privé.- Les agréments réglementaires éventuels pour l'exercice d'une profession spécifique à l'exécution du présent marché",,,,,CF_NIV_SUIV,False,False,True,,False,Le règlement des dépenses se fera sur les fonds propres de la ville du Blanc-Mesnil,False,False,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
21-157399,,Déclaration sur l'honneur pour justifier que le candidat n'entre dans aucun des cas d'interdiction de soumissionner,,,False,"Déclaration concernant le chiffre d'affaires global et le chiffre d'affaires concernant les prestations objet du contrat, réalisées au cours des trois derniers exercices disponibles",,,,,False,"Déclaration indiquant l'outillage, le matériel et l'équipement technique dont le candidat dispose pour la réalisation du contratListe des principales prestations effectuées au cours des trois dernières années, indiquant le montant, la date et le destinataire. Elles sont prouvées par des attestations du destinataire ou, à défaut, par une déclaration du candidatDéclaration indiquant les effectifs moyens annuels du candidat et l'importance du personnel d'encadrement pour chacune des trois dernières années",,,,,CF_NIV_SUIV,False,False,True,,False,"Aucune clause de garantie financière prévue.Le contrat prévoit le versement d'une avance, avec obligation de constituer une garantie à première demande en contrepartie.Les prestations sont réglées par des prix unitaires.Les prix sont révisables.Le paiement des prestations se fera dans le respect du délai global de paiement applicable à l'acheteur.La consultation comporte des conditions d'exécution à caractère environnemental détaillées au cahier des charges",False,False,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
21-157400,,"- Formulaire Dc1, Lettre de candidature _ Habilitation du mandataire par ses co-traitants.(disponible à l'adresse suivante : http://www.economie.gouv.fr/daj/formulaires-declaration-du-candidat)- Formulaire Dc2, Déclaration du candidat individuel ou du membre du groupement.(disponible à l'adresse suivante : http://www.economie.gouv.fr/daj/formulaires-declaration-du-candidat)Déclaration sur l'honneur pour justifier que le candidat n'entre dans aucun des cas d'interdiction de soumissionner",,,False,"Déclaration concernant le chiffre d'affaires global et le chiffre d'affaires concernant les prestations objet du contrat, réalisées au cours des trois derniers exercices disponibles",,,,,False,"Liste des principales prestations effectuées au cours des trois dernières années, indiquant le montant, la date et le destinataire. Elles sont prouvées par des attestations du destinataire ou, à défaut, par une déclaration du candidatCertification constructeur",,,,,CF_NIV_SUIV,False,False,True,,False,"L'exécution des prestations débute à compter de la réception du premier bon de commande.Aucune clause de garantie financière prévue.Le contrat prévoit le versement d'une avance, sans obligation de constituer une garantie financière pour en bénéficier.Les prestations sont réglées par des prix unitaires.Les prix sont révisables annuellement.Le paiement des prestations se fera dans le respect du délai global de paiement applicable à l'acheteur.- Mode de financement : Le marché sera financé par les crédits inscrits au Budget de la Collectivité de Corse.- Mode de paiement : Virement bancaire (Mandat administratif).- Une avance de 10 % est prévue au Ccap",False,False,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
21-157418,,Une lettre de candidature signée du dirigeant et accompagnée des documents l'habilitant à la signature. En cas de groupement; l'attestation sur lhonneur dûment signée ; -	la justification du respect de lobligation demploi des travailleurs handicapés prévu aux articles L 5212-1 à L 5212-4 du code du travail.,,,True,"Garanties fiscales, sociales, professionnelles et financières des candidats.",,"Une déclaration concernant le chiffre daffaire global et le chiffre daffaire concernant les fournitures, services ou travaux objet du contrat, réalisés au cours des trois derniers exercices disponibles.",,,True,"Garanties fiscales, sociales, professionnelles et financières des candidats.",,"Une déclaration indiquant les effectifs moyens annuels du candidat et limportance du personnel dencadrement pour chacune des trois dernières années ; une déclaration indiquant loutillage, le matériel et léquipement technique dont le candidat dispose pour la réalisation de contrats ou marchés de même nature ; une présentation dune liste des principales fournitures ou des principaux services ayant un lien avec lobjet du contrat effectué au cours des trois dernières années, indiquant le montant, la date et le destinataire public ou privé. Les livraisons et les prestations de services sont prouvées par des attestations du destinataire ou, à défaut, par une déclaration de lopérateur économique.",,,CF_NIV_SUIV,False,False,True,,True,,True,False,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
21-157431,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,True,,False,,False,False,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
21-157437,,Déclaration sur l'honneur que le candidat n'entre dans aucun cas d'exclusion des procédures de marchés publics Option 1 : choix du DUME (recommandé) : DUME complété (format XML et PDF) Option 2 : choix formulaires DC1 et DC2 (cf. www.economie.gouv.fr) - DC1 et DCE complétés - Déclaration sur l'honneur justifiant du respect des obligations issues du droit social et du droit environnemental;,,,False,Critères de sélection tels que mentionnés dans les documents de la consultation.,,,,,False,Déclaration indiquant les effectifs moyens annuels du candidat et l'importance du personnel d'encadrement pour chacune des trois dernières années;,,,,,CF_NIV_SUIV,False,False,True,,False,Début d'exécution de l'accord-cadre à compter de la date de notification du contrat.Prestations réglées par des prix forfaitaires et prix unitaires Prix révisables annuellement. Aucune avance prévue. Délai global de paiement des prestations de 30 jours.Aucune clause de garantie financière prévue.,False,False,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
21-157440,,"Lettre de candidature, formulaire DC1 recommandé ; Copie du ou des jugements prononcés si le candidat est en redressement judiciaire ; Déclaration sur l'honneur pour justifier que le candidat n'entre dans aucun des cas d'interdiction de soumissionner",,,False,Formulaire DC2 recommandé - Déclaration concernant le chiffre d'affaires réalisé au cours des 3 derniers exercices,,,,,False,Formulaire DC2 recommandé ; Déclaration concernant les effectifs et moyens matériels dont dispose le candidat et liste des travaux exécutés au cours des 5 dernières années.,,,,,CF_NIV_SUIV,False,False,True,,False,"Clause sociale d'insertion par l'économie - Dans un souci de lutte contre l'exclusion, le marché comporte des conditions d'exécution visant à promouvoir l'emploi de personnes rencontrant des difficultés d'insertion.Ces conditions sont décrites dans le CCAP.",False,False,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
21-157449,"Le concours est ouvert aux concepteurs se présentant seul, s'ils possèdent - en leur sein - toutes les compétences exigées ci-après, ou aux équipes pluridisciplinaires de maîtrise d'oeuvre constituées en groupement justifiant de la totalité des compétences ci-après :o Architectureo Architecture spécialisée dans l'éco-constructiono Économie de la constructiono Ordonnancement, pilotage et coordination de chantiero Ingénierie Structureo Ingénierie Fluide / Coordination SSILes candidats en groupement doivent présenter une candidature exclusive pour ce qui concerne le mandataire solidaire (cabinet d'architectes). Un même opérateur ne peut pas être mandataire de plusieurs groupements.* Critères de sélection des participants Candidats uniques- Adéquation entre la composition du candidat et les compétences exigées- Capacités financières du candidat- Capacités techniques et professionnelles du candidat à réaliser la mission de maîtrise d'oeuvre au regard de la complexité et de l'importance du projet. Groupement de candidatsEn cas de groupement, le mandataire, obligatoirement le cabinet d'architectes, devra être solidaire de son groupement.- Adéquation entre la composition du groupement candidat et les compétences exigées,- Capacités financières du groupement candidat : mandataire solidaire et autres membres du groupement candidat- Capacités techniques et professionnelles du mandataire et des membres du groupement à réaliser la mission de maîtrise d'oeuvre au regard de la complexité et de l'importance du projet.Seront analysés : la composition du groupement, les effectifs, les qualifications, les moyens matériels et techniques et les références présentées",,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,True,L'architecte mandataire (ou le groupement d'architectes mandataires) devra être un (ou des)architecte inscrit à l'ordre des architectes ou agréés en architecture conformément aux dispositions de la loi no 77-2 du 3 janvier 1977.Les architectes non établis en France devront répondre aux exigences de la loi no 77-2 du 3 janvier 1977 sur l'architecture en vue du permis de construire.,False,,False,False,CF_NIV_SUIV,,CF_NIV_SUIV,False,False
21-157454,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,True,,False,,False,False,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
21-157455,,Se reporter à l'article 3 du RC.,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,True,,False,,False,False,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
21-157456,,"Lettre de candidature dûment remplie et comprenant la déclaration sur l'honneur justifiant qu'il n'entre dans aucun des cas d'interdiction de soumissionner obligatoires prévus aux articles L2141-1 à 11 du Code de la commande publique.Le cas échéant, en cas de redressement judiciaire, la copie du ou des jugements prononcés à cet effet justifiant que le candidat a bien été habilité à poursuivre son activité pendant la durée prévisible d'exécution du marché.",,,False,"Déclaration concernant le chiffre d'affaires global et le chiffre d'affaires du domaine d'activité faisant l'objet du marché, réalisés au cours des trois derniers exercices disponibles. Les entreprises nouvellement créées ne pouvant produire les chiffres d'affaires des trois derniers exercices devront fournir :- une copie certifiée du récépissé de dépôt du centre de formalités des entreprises (pour vérifier la date de création de l'entreprise),- le montant de leur capital social (pour justifier de leurs capacités économiques et financières).",,"La capacité à réaliser le marché sera appréciée en fonction de la moyenne du chiffre d'affaires relatif aux prestations liées à l'objet du marché sur les trois derniers exercices, qui devra être au moins égale à :- 1 500 000 euros H.T. pour l'obtention d'un lot.- 3 000 000 euros H.T. pour l'obtention de deux lots quelque soit les lots.- 4 000 000 euros H.T. pour l'obtention de 2 lots mono-attributaire quelque soit les lots et du lot multi-attributaires (lot no5).",,,False,"- Qualification QUALIBAT 3321 - Revêtement en matériaux d'enrobé.- Qualification QUALIBAT 5118 - Construction de réseaux d'adduction et de distribution d'eau sous pression en site urbain.- Qualification QUALIBAT 5162 - Pose de canalisations gravitaires de toutes sections.A défaut, la capacité du candidat pourra être apportée par tout moyen, notamment par la présentation d'une liste détaillée de prestations exécutées et significatives par rapport aux chiffres d'affaires déclarés pour l'objet du marché, au cours des 3 dernièrs exercices, en indiquant le montant, la date, le lieu d'exécution des travaux et les coordonnées des maîtres d'ouvrages. Cette liste peut être appuyée d'attestations de bonne exécution pour les prestations les plus importantes.Qualification QUALIBAT 3321 - Revêtement en matériaux d'enrobé.- Qualification QUALIBAT 5118 - Construction de réseaux d'adduction et de distribution d'eau sous pression en site urbain.- Qualification QUALIBAT 5162 - Pose de canalisations gravitaires de toutes sections.A défaut, la capacité du candidat pourra être apportée par tout moyen, notamment par la présentation d'une liste détaillée de prestations exécutées et significatives par rapport aux chiffres d'affaires déclarés pour l'objet du marché, au cours des 3 dernièrs exercices, en indiquant le montant, la date, le lieu d'exécution des travaux et les coordonnées des maîtres d'ouvrages. Cette liste peut être appuyée d'attestations de bonne exécution pour les prestations les plus importantes.- Déclaration indiquant les effectifs du candidat sur le dernier exercice.L'attention de chaque candidat est attirée sur le fait qu'il sera tenu compte d'un effectif minimum, sur le dernier exercice, de 10 personnels d'exécution technique pour l'obtention d'un (1) lot, de 16 personnels d'exécution technique pour l'obtention de deux (2) lots et de 20 personnels d'exécution technique pour l'obtention de trois (3) lots",,"- Declaration indiquant les effectifs du candidat sur le dernier exercice.L'attention de chaque candidat est attirée sur le fait qu'il sera tenu compte d'un effectif minimum, sur le dernier exercice, de 10 personnels d'exécution technique pour l'obtention d'un (1) lot, de 16 personnels d'exécution technique pour l'obtention de deux (2) lots et de 20 personnels d'exécution technique pour l'obtention de trois (3) lots",,,CF_NIV_SUIV,False,False,True,,False,,False,False,CF_NIV_SUIV,,CF_NIV_SUIV,True,False
